    0.10880E-04    0.88001E+01
    0.11249E-04    0.90870E+01
    0.11630E-04    0.93832E+01
    0.12024E-04    0.96891E+01
    0.12432E-04    0.10005E+02
    0.12853E-04    0.10331E+02
    0.13289E-04    0.10668E+02
    0.13739E-04    0.11016E+02
    0.14205E-04    0.11375E+02
    0.14686E-04    0.11746E+02
    0.15184E-04    0.12129E+02
    0.15699E-04    0.12524E+02
    0.16231E-04    0.12932E+02
    0.16781E-04    0.13354E+02
    0.17350E-04    0.13789E+02
    0.17938E-04    0.14239E+02
    0.18546E-04    0.14703E+02
    0.19175E-04    0.15182E+02
    0.19825E-04    0.15677E+02
    0.20497E-04    0.16188E+02
    0.21191E-04    0.16716E+02
    0.21910E-04    0.17261E+02
    0.22652E-04    0.17823E+02
    0.23420E-04    0.18405E+02
    0.24214E-04    0.19005E+02
    0.25035E-04    0.19624E+02
    0.25883E-04    0.20264E+02
    0.26760E-04    0.20924E+02
    0.27667E-04    0.21606E+02
    0.28605E-04    0.22311E+02
    0.29575E-04    0.23038E+02
    0.30577E-04    0.23789E+02
    0.31614E-04    0.24565E+02
    0.32685E-04    0.25365E+02
    0.33793E-04    0.26192E+02
    0.34938E-04    0.27046E+02
    0.36123E-04    0.27928E+02
    0.37347E-04    0.28838E+02
    0.38613E-04    0.29778E+02
    0.39922E-04    0.30749E+02
    0.41275E-04    0.31751E+02
    0.42674E-04    0.32786E+02
    0.44120E-04    0.33855E+02
    0.45616E-04    0.34959E+02
    0.47162E-04    0.36098E+02
    0.48761E-04    0.37275E+02
    0.50413E-04    0.38490E+02
    0.52122E-04    0.39745E+02
    0.53889E-04    0.41040E+02
    0.55715E-04    0.42378E+02
    0.57604E-04    0.43759E+02
    0.59556E-04    0.45186E+02
    0.61575E-04    0.46658E+02
    0.63662E-04    0.48179E+02
    0.65820E-04    0.49750E+02
    0.68051E-04    0.51371E+02
    0.70357E-04    0.53045E+02
    0.72742E-04    0.54774E+02
    0.75208E-04    0.56560E+02
    0.77757E-04    0.58403E+02
    0.80393E-04    0.60306E+02
    0.83118E-04    0.62272E+02
    0.85935E-04    0.64301E+02
    0.88848E-04    0.66397E+02
    0.91859E-04    0.68561E+02
    0.94973E-04    0.70795E+02
    0.98192E-04    0.73102E+02
    0.10152E-03    0.75484E+02
    0.10496E-03    0.77944E+02
    0.10852E-03    0.80483E+02
    0.11220E-03    0.83106E+02
    0.11600E-03    0.85814E+02
    0.11993E-03    0.88610E+02
    0.12400E-03    0.91496E+02
    0.12820E-03    0.94477E+02
    0.13255E-03    0.97555E+02
    0.13704E-03    0.10073E+03
    0.14168E-03    0.10401E+03
    0.14648E-03    0.10740E+03
    0.15145E-03    0.11090E+03
    0.15658E-03    0.11451E+03
    0.16189E-03    0.11824E+03
    0.16738E-03    0.12209E+03
    0.17305E-03    0.12607E+03
    0.17892E-03    0.13017E+03
    0.18498E-03    0.13441E+03
    0.19125E-03    0.13878E+03
    0.19773E-03    0.14330E+03
    0.20444E-03    0.14796E+03
    0.21137E-03    0.15278E+03
    0.21853E-03    0.15775E+03
    0.22594E-03    0.16288E+03
    0.23360E-03    0.16818E+03
    0.24151E-03    0.17365E+03
    0.24970E-03    0.17930E+03
    0.25816E-03    0.18513E+03
    0.26691E-03    0.19114E+03
    0.27596E-03    0.19736E+03
    0.28531E-03    0.20377E+03
    0.29498E-03    0.21039E+03
    0.30498E-03    0.21722E+03
    0.31532E-03    0.22428E+03
    0.32601E-03    0.23156E+03
    0.33706E-03    0.23907E+03
    0.34848E-03    0.24683E+03
    0.36029E-03    0.25483E+03
    0.37251E-03    0.26309E+03
    0.38513E-03    0.27162E+03
    0.39819E-03    0.28042E+03
    0.41168E-03    0.28950E+03
    0.42564E-03    0.29887E+03
    0.44006E-03    0.30854E+03
    0.45498E-03    0.31852E+03
    0.47040E-03    0.32881E+03
    0.48635E-03    0.33944E+03
    0.50283E-03    0.35039E+03
    0.51988E-03    0.36170E+03
    0.53750E-03    0.37336E+03
    0.55572E-03    0.38539E+03
    0.57455E-03    0.39780E+03
    0.59403E-03    0.41059E+03
    0.61416E-03    0.42379E+03
    0.63498E-03    0.43740E+03
    0.65650E-03    0.45143E+03
    0.67875E-03    0.46590E+03
    0.70176E-03    0.48081E+03
    0.72554E-03    0.49619E+03
    0.75014E-03    0.51204E+03
    0.77556E-03    0.52838E+03
    0.80185E-03    0.54521E+03
    0.82903E-03    0.56256E+03
    0.85713E-03    0.58043E+03
    0.88618E-03    0.59885E+03
    0.91622E-03    0.61781E+03
    0.94727E-03    0.63735E+03
    0.97938E-03    0.65747E+03
    0.10126E-02    0.67819E+03
    0.10469E-02    0.69951E+03
    0.10824E-02    0.72147E+03
    0.11191E-02    0.74407E+03
    0.11570E-02    0.76732E+03
    0.11962E-02    0.79124E+03
    0.12368E-02    0.81586E+03
    0.12787E-02    0.84117E+03
    0.13220E-02    0.86721E+03
    0.13668E-02    0.89398E+03
    0.14132E-02    0.92149E+03
    0.14611E-02    0.94977E+03
    0.15106E-02    0.97883E+03
    0.15618E-02    0.10087E+04
    0.16147E-02    0.10394E+04
    0.16695E-02    0.10708E+04
    0.17260E-02    0.11032E+04
    0.17846E-02    0.11363E+04
    0.18450E-02    0.11704E+04
    0.19076E-02    0.12053E+04
    0.19722E-02    0.12411E+04
    0.20391E-02    0.12778E+04
    0.21082E-02    0.13154E+04
    0.21797E-02    0.13540E+04
    0.22535E-02    0.13934E+04
    0.23299E-02    0.14339E+04
    0.24089E-02    0.14752E+04
    0.24905E-02    0.15175E+04
    0.25750E-02    0.15608E+04
    0.26622E-02    0.16050E+04
    0.27525E-02    0.16502E+04
    0.28458E-02    0.16964E+04
    0.29422E-02    0.17435E+04
    0.30420E-02    0.17916E+04
    0.31451E-02    0.18406E+04
    0.32517E-02    0.18906E+04
    0.33619E-02    0.19415E+04
    0.34758E-02    0.19934E+04
    0.35936E-02    0.20461E+04
    0.37155E-02    0.20998E+04
    0.38414E-02    0.21544E+04
    0.39716E-02    0.22098E+04
    0.41062E-02    0.22660E+04
    0.42454E-02    0.23231E+04
    0.43893E-02    0.23809E+04
    0.45381E-02    0.24395E+04
    0.46919E-02    0.24988E+04
    0.48509E-02    0.25588E+04
    0.50153E-02    0.26194E+04
    0.51853E-02    0.26806E+04
    0.53611E-02    0.27423E+04
    0.55428E-02    0.28045E+04
    0.57307E-02    0.28671E+04
    0.59249E-02    0.29300E+04
    0.61257E-02    0.29932E+04
    0.63334E-02    0.30567E+04
    0.65481E-02    0.31203E+04
    0.67700E-02    0.31839E+04
    0.69995E-02    0.32475E+04
    0.72367E-02    0.33110E+04
    0.74820E-02    0.33742E+04
    0.77356E-02    0.34372E+04
    0.79978E-02    0.34997E+04
    0.82689E-02    0.35617E+04
    0.85492E-02    0.36230E+04
    0.88389E-02    0.36836E+04
    0.91385E-02    0.37433E+04
    0.94483E-02    0.38020E+04
    0.97685E-02    0.38596E+04
    0.10100E-01    0.39159E+04
    0.10442E-01    0.39707E+04
    0.10796E-01    0.40240E+04
    0.11162E-01    0.40756E+04
    0.11540E-01    0.41254E+04
    0.11931E-01    0.41732E+04
